Id,SalePrice
1669,298031
1670,343646
1671,249100
1672,415138
1673,307693
1674,252680
1675,188354
1676,189830
1677,197989
1678,424369
1679,370111
1680,325788
1681,278115
1682,305201
1683,184674
1684,178269
1685,175431
1686,166639
1687,168109
1688,185600
1689,193898
1690,187185
1691,175571
1692,280132
1693,168865
1694,184558
1695,167127
1696,272253
1697,169602
1698,352349
1699,345913
1700,255792
1701,273926
1702,256738
1703,252643
1704,301339
1705,242346
1706,399216
1707,201318
1708,190591
1709,278782
1710,226324
1711,273299
1712,227921
1713,234532
1714,217942
1715,208027
1716,170725
1717,157310
1718,140784
1719,213164
1720,249458
1721,158462
1722,128089
1723,155835
1724,197198
1725,231821
1726,187779
1727,176981
1728,184950
1729,168816
1730,167706
1731,124489
1732,133541
1733,123593
1734,130227
1735,132230
1736,116008
1737,376000
1738,218697
1739,262943
1740,197229
1741,180730
1742,173403
1743,168300
1744,323107
1745,234938
1746,278801
1747,226280
1748,208508
1749,160551
1750,149641
1751,241244
1752,126453
1753,142524
1754,228824
1755,164506
1756,126567
1757,121172
1758,152479
1759,181466
1760,156103
1761,154665
1762,170080
1763,174501
1764,118355
1765,183412
1766,176209
1767,206388
1768,141008
1769,165757
1770,139281
1771,137890
1772,137925
1773,148393
1774,131308
1775,134869
1776,128621
1777,115795
1778,129309
1779,119391
1780,179481
1781,135902
1782,89260.6
1783,130349
1784,102591
1785,125436
1786,147285
1787,164015
1788,63591.7
1789,112528
1790,83915.3
1791,188270
1792,155908
1793,144405
1794,138518
1795,139308
1796,126725
1797,125108
1798,127271
1799,112939
1800,124720
1801,128733
1802,155869
1803,154215
1804,141574
1805,133833
1806,117874
1807,163970
1808,113164
1809,123222
1810,146080
1811,117611
1812,122183
1813,120378
1814,96706
1815,70166
1816,98342.8
1817,120875
1818,146737
1819,114781
1820,73347.2
1821,133422
1822,150938
1823,66377.8
1824,137883
1825,147312
1826,100658
1827,107656
1828,139061
1829,118245
1830,161547
1831,167821
1832,109616
1833,157615
1834,134896
1835,180512
1836,139345
1837,93291.4
1838,140679
1839,92348.6
1840,165601
1841,147251
1842,101342
1843,146712
1844,139220
1845,147322
1846,152185
1847,155100
1848,66765
1849,115615
1850,132831
1851,159552
1852,129660
1853,138457
1854,165525
1855,154418
1856,225783
1857,157093
1858,143497
1859,124863
1860,158710
1861,124863
1862,273056
1863,265346
1864,265346
1865,333391
1866,335789
1867,246555
1868,315179
1869,194929
1870,254557
1871,263936
1872,172238
1873,245438
1874,138869
1875,224805
1876,203022
1877,205955
1878,217664
1879,135941
1880,136999
1881,233275
1882,263489
1883,203257
1884,220290
1885,262490
1886,313264
1887,195312
1888,287076
1889,168802
1890,136674
1891,139711
1892,105188
1893,145280
1894,123551
1895,162618
1896,121771
1897,111077
1898,109188
1899,125712
1900,138679
1901,161960
1902,140972
1903,203393
1904,138823
1905,187320
1906,152024
1907,214840
1908,126847
1909,134669
1910,128701
1911,209144
1912,263512
1913,149255
1914,77836.1
1915,344118
1916,76411.1
1917,269351
1918,139038
1919,160840
1920,146550
1921,408209
1922,335399
1923,211308
1924,236261
1925,228410
1926,379915
1927,142229
1928,165576
1929,127164
1930,136854
1931,138809
1932,139727
1933,179067
1934,177223
1935,177652
1936,190122
1937,187630
1938,165983
1939,246244
1940,207587
1941,179540
1942,199322
1943,203592
1944,321722
1945,368306
1946,175197
1947,320028
1948,177552
1949,220234
1950,176770
1951,277637
1952,232879
1953,168208
1954,214160
1955,130697
1956,276537
1957,164927
1958,320123
1959,144258
1960,115685
1961,122826
1962,95809
1963,109868
1964,114888
1965,155931
1966,151643
1967,314746
1968,399243
1969,364321
1970,429001
1971,425088
1972,353982
1973,280880
1974,329826
1975,445222
1976,276279
1977,365880
1978,381670
1979,335729
1980,194126
1981,339834
1982,239459
1983,230902
1984,173203
1985,204225
1986,201809
1987,176201
1988,180064
1989,196662
1990,219644
1991,200095
1992,206326
1993,174879
1994,244631
1995,185813
1996,267530
1997,321404
1998,350627
1999,253565
2000,314750
2001,268636
2002,237868
2003,261148
2004,260500
2005,248878
2006,232509
2007,255192
2008,195840
2009,195701
2010,200631
2011,149684
2012,183995
2013,187197
2014,194375
2015,209366
2016,198266
2017,204762
2018,121388
2019,133919
2020,125278
2021,111875
2022,179023
2023,148905
2024,227818
2025,373786
2026,179142
2027,152420
2028,157438
2029,170924
2030,288086
2031,260547
2032,285813
2033,277151
2034,159543
2035,209563
2036,209816
2037,220566
2038,321544
2039,217963
2040,388657
2041,296227
2042,207532
2043,171600
2044,179262
2045,226537
2046,138828
2047,155013
2048,131754
2049,136258
2050,190849
2051,104710
2052,140421
2053,141604
2054,92712.5
2055,153370
2056,128394
2057,126644
2058,216673
2059,129136
2060,166053
2061,181235
2062,139911
2063,120612
2064,137848
2065,132709
2066,195791
2067,129865
2068,133712
2069,99470.6
2070,109212
2071,96679.9
2072,138547
2073,139050
2074,171879
2075,146082
2076,121646
2077,147820
2078,130125
2079,130394
2080,115027
2081,118410
2082,127450
2083,143089
2084,109137
2085,131881
2086,129906
2087,119317
2088,110046
2089,93565
2090,137052
2091,120339
2092,132278
2093,139334
2094,129360
2095,157290
2096,98487.5
2097,98941
2098,150801
2099,75309.7
2100,113504
2101,125622
2102,146644
2103,107268
2104,131191
2105,135476
2106,92695.1
2107,240759
2108,119107
2109,115874
2110,124826
2111,156283
2112,143304
2113,120811
2114,104842
2115,150816
2116,115138
2117,146131
2118,115427
2119,115113
2120,105958
2121,113724
2122,113146
2123,92662.5
2124,183875
2125,131352
2126,160096
2127,168265
2128,141282
2129,102780
2130,156141
2131,178315
2132,112815
2133,117069
2134,122429
2135,106683
2136,87766.7
2137,120865
2138,144648
2139,152916
2140,136573
2141,139854
2142,139451
2143,144466
2144,129685
2145,136873
2146,158908
2147,165674
2148,123971
2149,136191
2150,219683
2151,121399
2152,194879
2153,164195
2154,115691
2155,125735
2156,240775
2157,228263
2158,238013
2159,221138
2160,177358
2161,250806
2162,428645
2163,352349
2164,272797
2165,182020
2166,144571
2167,203760
2168,217722
2169,199079
2170,224663
2171,151808
2172,144461
2173,151714
2174,248829
2175,298704
2176,339659
2177,257305
2178,228179
2179,137094
2180,210412
2181,194577
2182,225660
2183,195566
2184,135237
2185,134281
2186,150396
2187,150619
2188,157844
2189,167209
2190,90199.5
2191,89502.3
2192,89930.6
2193,95609.7
2194,104581
2195,114583
2196,113929
2197,108044
2198,149468
2199,170408
2200,128549
2201,132126
2202,196953
2203,165358
2204,179222
2205,114990
2206,135862
2207,238766
2208,227895
2209,190793
2210,130342
2211,111249
2212,112816
2213,105990
2214,149775
2215,105073
2216,149386
2217,83963.9
2218,100295
2219,83065.3
2220,84427.8
2221,345125
2222,230665
2223,260670
2224,214516
2225,139380
2226,179593
2227,192948
2228,295679
2229,248456
2230,153499
2231,212120
2232,180580
2233,180582
2234,266457
2235,207526
2236,293904
2237,353874
2238,198180
2239,120164
2240,169874
2241,154502
2242,136853
2243,144912
2244,98925
2245,100923
2246,145258
2247,103785
2248,122829
2249,123653
2250,137647
2251,123991
2252,182547
2253,160336
2254,183095
2255,195175
2256,181903
2257,199580
2258,172180
2259,178024
2260,156256
2261,195947
2262,223641
2263,350448
2264,432347
2265,168108
2266,298373
2267,362428
2268,393298
2269,166435
2270,186916
2271,226980
2272,207282
2273,166672
2274,176415
2275,170781
2276,176288
2277,186940
2278,155863
2279,118408
2280,118955
2281,178476
2282,178282
2283,100485
2284,111952
2285,143541
2286,128166
2287,351985
2288,281252
2289,402004
2290,424280
2291,338141
2292,399072
2293,442769
2294,402224
2295,426306
2296,284840
2297,324202
2298,323296
2299,377373
2300,322351
2301,287004
2302,230666
2303,235202
2304,254608
2305,182237
2306,185532
2307,187483
2308,219730
2309,287945
2310,231168
2311,192491
2312,184561
2313,176364
2314,187381
2315,175060
2316,185311
2317,183729
2318,176839
2319,179165
2320,177206
2321,252466
2322,165931
2323,179897
2324,170050
2325,217358
2326,171900
2327,213089
2328,222874
2329,189411
2330,181848
2331,372393
2332,404039
2333,327202
2334,258306
2335,278249
2336,333728
2337,191896
2338,295082
2339,231273
2340,395788
2341,213836
2342,237701
2343,218203
2344,235140
2345,251463
2346,231194
2347,190228
2348,231440
2349,150956
2350,291597
2351,266620
2352,253344
2353,220761
2354,123325
2355,154197
2356,153964
2357,200849
2358,206331
2359,122716
2360,120728
2361,142971
2362,263890
2363,146031
2364,155835
2365,241957
2366,193672
2367,219423
2368,195424
2369,219107
2370,171882
2371,171600
2372,173592
2373,292100
2374,307746
2375,233996
2376,280451
2377,362128
2378,144211
2379,197790
2380,147416
2381,162779
2382,187750
2383,207572
2384,256925
2385,154616
2386,141507
2387,130702
2388,105885
2389,130094
2390,138358
2391,138299
2392,114307
2393,156631
2394,149322
2395,191671
2396,142351
2397,209285
2398,131918
2399,62315.3
2400,60109.7
2401,112528
2402,140466
2403,135645
2404,145411
2405,162156
2406,134314
2407,128290
2408,142325
2409,137379
2410,166840
2411,125024
2412,167628
2413,139749
2414,137194
2415,130985
2416,131640
2417,132020
2418,124664
2419,129137
2420,126158
2421,151805
2422,121567
2423,125269
2424,157996
2425,155007
2426,132203
2427,134441
2428,178000
2429,118947
2430,129419
2431,112539
2432,135586
2433,141414
2434,140595
2435,157080
2436,109011
2437,110468
2438,124031
2439,115685
2440,124647
2441,108167
2442,105276
2443,118724
2444,127199
2445,101740
2446,130001
2447,218985
2448,153918
2449,110209
2450,154900
2451,126682
2452,215411
2453,104767
2454,125600
2455,114543
2456,136719
2457,112271
2458,110933
2459,112230
2460,145888
2461,114105
2462,132392
2463,114139
2464,178348
2465,140482
2466,113911
2467,152301
2468,99215.8
2469,101885
2470,187950
2471,184332
2472,197482
2473,118397
2474,105414
2475,225856
2476,118499
2477,136331
2478,162469
2479,122636
2480,144420
2481,129319
2482,132324
2483,113124
2484,126763
2485,124838
2486,155122
2487,172207
2488,139840
2489,150118
2490,151273
2491,106130
2492,188561
2493,135235
2494,173759
2495,110332
2496,219682
2497,158015
2498,112760
2499,99055.6
2500,128884
2501,139568
2502,156375
2503,107565
2504,188856
2505,218031
2506,252978
2507,317720
2508,249740
2509,224279
2510,237406
2511,186132
2512,215937
2513,217421
2514,248443
2515,149383
2516,161031
2517,134693
2518,139919
2519,230715
2520,210877
2521,202460
2522,222773
2523,136256
2524,139457
2525,145743
2526,139392
2527,124798
2528,129859
2529,125468
2530,114021
2531,235551
2532,230481
2533,202185
2534,240866
2535,313664
2536,231014
2537,249014
2538,187327
2539,188835
2540,182054
2541,183997
2542,148370
2543,134522
2544,139663
2545,139153
2546,144314
2547,140180
2548,152083
2549,163264
2550,342806
2551,144100
2552,122155
2553,89848.8
2554,120384
2555,110481
2556,98092.6
2557,114848
2558,156937
2559,134613
2560,124052
2561,132247
2562,146311
2563,150584
2564,168619
2565,124301
2566,142816
2567,124392
2568,192588
2569,200388
2570,129778
2571,158802
2572,193682
2573,225206
2574,311252
2575,128538
2576,128272
2577,158685
2578,96422.2
2579,82919.2
2580,126701
2581,134873
2582,110000
2583,290135
2584,167294
2585,178048
2586,207440
2587,201438
2588,143357
2589,144290
2590,219855
2591,206402
2592,218123
2593,251863
2594,175397
2595,214951
2596,346550
2597,181405
2598,267982
2599,326471
2600,142993
2601,138577
2602,92717.4
2603,95559
2604,91870.8
2605,101969
2606,146118
2607,171129
2608,203125
2609,164590
2610,113804
2611,158938
2612,154218
2613,125938
2614,127842
2615,156347
2616,140949
2617,189465
2618,182369
2619,220499
2620,184339
2621,184810
2622,185195
2623,264479
2624,279064
2625,316399
2626,165538
2627,191021
2628,404529
2629,482471
2630,347726
2631,424771
2632,387709
2633,312830
2634,385433
2635,151274
2636,202066
2637,167824
2638,265112
2639,182861
2640,150974
2641,110464
2642,195080
2643,120674
2644,134015
2645,101603
2646,90825
2647,97880.3
2648,140558
2649,142000
2650,138787
2651,160510
2652,425636
2653,254332
2654,244012
2655,357144
2656,306138
2657,320614
2658,301712
2659,307448
2660,346204
2661,339421
2662,339350
2663,287454
2664,282576
2665,322738
2666,284295
2667,172728
2668,182309
2669,181314
2670,292405
2671,184680
2672,172795
2673,201186
2674,197503
2675,166392
2676,192709
2677,197962
2678,260394
2679,288485
2680,272478
2681,384412
2682,323487
2683,515092
2684,304636
2685,338895
2686,265559
2687,343718
2688,232622
2689,223426
2690,402570
2691,187665
2692,140603
2693,192897
2694,125749
2695,197594
2696,185648
2697,187404
2698,205666
2699,187026
2700,173622
2701,154998
2702,122300
2703,155616
2704,137138
2705,125994
2706,118898
2707,127856
2708,136078
2709,119139
2710,126174
2711,288802
2712,373817
2713,171071
2714,152975
2715,171294
2716,159932
2717,192926
2718,229515
2719,158343
2720,162161
2721,144154
2722,161213
2723,146225
2724,129837
2725,138291
2726,148386
2727,172625
2728,174948
2729,159606
2730,148683
2731,117328
2732,124315
2733,162336
2734,154474
2735,141109
2736,148420
2737,120936
2738,137224
2739,157922
2740,142910
2741,149245
2742,152511
2743,157718
2744,141180
2745,137394
2746,131873
2747,166203
2748,128628
2749,134570
2750,139425
2751,132928
2752,232759
2753,154324
2754,183712
2755,127628
2756,91127.8
2757,81156.7
2758,88989.6
2759,161101
2760,135224
2761,143987
2762,141974
2763,189078
2764,186187
2765,275937
2766,153641
2767,94803
2768,123312
2769,129629
2770,145866
2771,120645
2772,124490
2773,123682
2774,138133
2775,134337
2776,140856
2777,156108
2778,119537
2779,123056
2780,112475
2781,104584
2782,96144.9
2783,107154
2784,132085
2785,141595
2786,66300.7
2787,121700
2788,81882.6
2789,217148
2790,103234
2791,123289
2792,88616
2793,176846
2794,96306.3
2795,112966
2796,98490.1
2797,200675
2798,120662
2799,113326
2800,91696.5
2801,112945
2802,142374
2803,169733
2804,140046
2805,109485
2806,98608.8
2807,140942
2808,154210
2809,137075
2810,137079
2811,155790
2812,146937
2813,149664
2814,158281
2815,100673
2816,242002
2817,145984
2818,131060
2819,178507
2820,141452
2821,110303
2822,206014
2823,236324
2824,186731
2825,143815
2826,135481
2827,144266
2828,221868
2829,183315
2830,241081
2831,194530
2832,231083
2833,297319
2834,231290
2835,216115
2836,193199
2837,161736
2838,148860
2839,180274
2840,195105
2841,202137
2842,241941
2843,149583
2844,159083
2845,123683
2846,210013
2847,203922
2848,238864
2849,209197
2850,298825
2851,246099
2852,227058
2853,240334
2854,137288
2855,194417
2856,211434
2857,191275
2858,196576
2859,132500
2860,124363
2861,136696
2862,203464
2863,118468
2864,261291
2865,139777
2866,147128
2867,98475.1
2868,116580
2869,126594
2870,162087
2871,112767
2872,61472.9
2873,111929
2874,150838
2875,124036
2876,160906
2877,150278
2878,169615
2879,152560
2880,112034
2881,160976
2882,165112
2883,162519
2884,193164
2885,194979
2886,188016
2887,109885
2888,125392
2889,66564.6
2890,86256.9
2891,144476
2892,68831
2893,115516
2894,62643.1
2895,326441
2896,304948
2897,209894
2898,163965
2899,241096
2900,161734
2901,201344
2902,190566
2903,364526
2904,345237
2905,121564
2906,198621
2907,121872
2908,125655
2909,144438
2910,86932.6
2911,92241
2912,153761
2913,98189.8
2914,89566.7
2915,93268.1
2916,94764.6
2917,152889
2918,116999
2919,227754
